Tag: 小说 

ID, Score, Rating, Votes, Title 
26821461, 45.5, 8.8, 1376, 北鸢 
26878124, 35.9, 8.8, 299, 我的天才女友 
26698660, 60.4, 9.0, 10879, 巨人的陨落 
25862578, 73.4, 8.6, 167240, 解忧杂货店 
6082808, 76.7, 9.2, 93691, 百年孤独 
1770782, 78.2, 8.8, 247514, 追风筝的人 
26425831, 56.5, 8.8, 7823, 斯通纳 
1082154, 77.2, 9.1, 119705, 活着 
26910597, 35.6, 8.6, 345, 直到那一天 
10594787, 69.2, 8.9, 49903, 霍乱时期的爱情 
1858513, 70.6, 8.9, 61349, 月亮和六便士 
26900889, 33.1, 9.1, 151, 佛罗伦萨的神女 
26701959, 43.2, 8.6, 1183, 我脑袋里的怪东西 
26831234, 41.8, 8.7, 847, 不属于我们的世纪 
1008145, 77.4, 8.9, 179336, 围城 
26905360, 34.0, 9.4, 138, 夜莺 
4820710, 69.6, 9.3, 28009, 1984 
5038409, 59.1, 9.0, 8903, 金色梦乡 
26787935, 41.9, 8.7, 861, 夜色人生 
1200840, 74.4, 9.0, 93679, 平凡的世界（全三部） 
6781808, 59.2, 9.2, 6912, 杀死一只知更鸟 
26890281, 40.7, 8.2, 1255, 漫长的中场休息 
26886310, 47.9, 9.1, 1415, 有匪1 
26892080, 42.0, 9.0, 639, 猎豹 
26356515, 42.4, 8.2, 1715, S. 
26931507, 38.3, 7.7, 1587, 罗曼蒂克消亡史 
2035162, 65.1, 9.0, 22358, 刀锋 
26882320, 34.3, 9.0, 196, 嗨，好久不见 
26819479, 32.7, 8.6, 214, 小说药丸 
26931701, 34.0, 9.2, 159, 长安十二时辰 
26382433, 59.0, 8.2, 31467, 无声告白 
1856494, 59.5, 9.3, 6325, 卡拉马佐夫兄弟 
26808761, 25.8, 9.1, 50, 试刊号 
26837288, 40.8, 8.4, 1013, 钓鱼的男孩 
26864983, 30.3, 8.5, 157, 思家小馆的晚餐 
4203630, 42.2, 8.5, 1126, 鳄鱼街 
2035171, 60.3, 9.0, 10675, 人生的枷锁 
4908885, 64.3, 9.0, 19837, 局外人 
26729776, 45.2, 8.2, 2765, 雪人 
26340138, 56.1, 7.7, 48700, 岛上书店 
26451351, 44.9, 8.6, 1565, 爱情和其他魔鬼 
1254588, 63.8, 8.9, 21250, 城南旧事 
22714154, 54.9, 8.7, 6991, 繁花 
1017143, 70.6, 8.5, 129832, 不能承受的生命之轻 
26854325, 26.6, 8.6, 78, 喜剧作家 
3633461, 58.1, 8.6, 13695, 一句顶一万句 
26210487, 50.1, 9.1, 1994, 强风吹拂 
1829226, 69.1, 9.1, 35253, 肖申克的救赎 
3831788, 48.1, 8.0, 6327, 逃离 
3608208, 65.4, 8.6, 45245, 牧羊少年奇幻之旅 
26882355, 31.9, 8.3, 243, 去别处 
26889865, 34.4, 7.5, 980, 我不知道该如何像正常人那样生活 
26672693, 48.5, 9.0, 1748, 一个叫欧维的男人决定去死 
1089243, 68.4, 8.8, 52312, 黄金时代 
1090043, 68.0, 8.5, 82932, 倾城之恋 
3406401, 60.5, 9.0, 10972, 悉达多 
25985982, 39.4, 8.5, 714, 遥远的星辰 
26899537, 33.6, 9.3, 140, 长安十二时辰 上 
2035179, 68.6, 9.2, 28035, 动物农场 
1960287, 37.2, 8.4, 547, 蒙着眼睛的旅行者 
1068920, 76.2, 9.3, 73176, 飘（上下） 
6789605, 58.9, 9.0, 8665, 树上的男爵 
1187842, 55.2, 9.0, 4881, 你一生的故事 
24934182, 56.2, 8.1, 22671, 一个人的朝圣 
1431870, 55.5, 9.1, 4459, 源泉 
26357614, 46.4, 9.0, 1263, 海风中失落的血色馈赠 
26923390, 37.3, 9.0, 311, 长夜难明 
26640439, 32.2, 8.9, 154, 死缓 
1424741, 60.1, 8.5, 22321, 心是孤独的猎手 
3006581, 66.1, 8.9, 30630, 无人生还 
1046265, 66.5, 8.0, 178472, 挪威的森林 
1085799, 63.8, 8.6, 35099, 白鹿原 
2143732, 66.9, 8.7, 48327, 灿烂千阳 
10763902, 56.7, 7.9, 36433, 偷影子的人 
26394018, 40.7, 9.1, 473, 生活与命运 
1440972, 58.8, 9.1, 7386, 博尔赫斯小说集 
26756030, 35.4, 8.4, 406, 时间之间 
26928435, 19.0, 7.9, 34, 语言的第七功能 
26757657, 36.3, 8.3, 519, 望春风 
26849452, 34.4, 8.5, 307, 静默 
1442869, 54.3, 8.9, 4843, 献给阿尔吉侬的花束 
10537633, 37.0, 8.2, 659, 克苏鲁神话 
1400705, 63.1, 8.1, 78881, 情人 
10774752, 54.5, 9.1, 3866, 毛姆短篇小说精选集 
4742918, 65.0, 8.3, 73684, 1Q84 BOOK 1 
1057244, 67.5, 8.6, 63766, 边城 
26871657, 34.4, 7.7, 742, 第十三天 
3836566, 51.4, 8.5, 5235, 玫瑰的名字 
25829693, 59.5, 9.0, 9396, 永恒的终结 
26586492, 57.2, 8.9, 7653, 火星救援 
5337248, 58.4, 8.9, 9184, 台北人 
4011670, 60.4, 8.3, 33131, 人间失格 
26669243, 41.3, 8.2, 1394, 慈悲 
4010969, 54.5, 7.8, 29424, 当我们谈论爱情时我们在谈论什么 
6797396, 47.9, 8.5, 2956, 焚舟纪 
20428302, 51.8, 9.1, 2560, 失明症漫记 
1082334, 64.2, 8.3, 64577, 穆斯林的葬礼 
26371317, 51.1, 8.2, 7827, 24个比利 
6880158, 60.5, 8.7, 17185, 陆犯焉识 
1008988, 60.1, 8.3, 31797, 了不起的盖茨比 
26871658, 29.0, 8.8, 100, 爱有失落时 
1456311, 39.9, 8.5, 770, Of Mice and Men 
26866448, 31.0, 8.6, 160, 皮囊之下 
6781794, 54.3, 8.8, 5579, 过于喧嚣的孤独 
26787931, 37.7, 7.7, 1403, 精神科的故事：在游泳池 
5043454, 35.2, 7.9, 672, 盛开的樱花林下 
4105446, 52.8, 8.1, 12451, 十一种孤独 
1029791, 67.8, 8.7, 56201, 许三观卖血记 
26823134, 30.4, 8.1, 228, 困扰种种 
1059330, 47.1, 8.3, 3386, 午夜凶铃 
26431326, 44.9, 8.9, 1114, 所有我们看不见的光 
1321789, 54.6, 8.5, 8897, 美丽新世界 
26732624, 35.4, 8.3, 448, 精神病患 
2257283, 32.8, 9.1, 143, 唐人小说 
1882933, 58.7, 8.1, 35670, 鬼吹灯之精绝古城 
4011440, 55.8, 8.0, 25416, 最初的爱情 最后的仪式 
26840830, 33.7, 8.9, 195, 爱德华·巴纳德的堕落 
26797395, 34.8, 8.2, 447, 夏日启示录 
1291809, 60.5, 8.5, 24050, 世界尽头与冷酷仙境 
24382569, 55.4, 8.6, 8793, 一桩事先张扬的凶杀案 
26765928, 36.4, 8.4, 477, 屠夫十字镇 
1060852, 59.8, 8.8, 13277, 呼兰河传 
26791930, 31.9, 8.2, 270, 生于一九八四 
1059419, 61.5, 8.1, 58581, 海边的卡夫卡 
10560798, 55.6, 8.7, 7895, 面纱 
10432334, 39.1, 8.3, 854, Me Before You 
1393473, 42.8, 8.8, 898, 遍地风流 
1092335, 62.0, 8.9, 16012, 教父 
3669671, 45.0, 8.5, 1804, 我们在此相遇 
26791409, 33.7, 8.7, 228, 奇爱博士 
26642648, 34.4, 8.5, 307, 美好的七年 
2154960, 65.5, 8.7, 38515, 一个陌生女人的来信 
3826293, 34.0, 8.2, 392, 教授与疯子 
26356948, 44.9, 7.0, 21663, 摆渡人 
26821459, 40.4, 7.8, 2043, 茧 
1086249, 62.9, 8.6, 30292, 荆棘鸟 
3578470, 56.3, 9.0, 5767, 德米安 
1003000, 64.3, 8.4, 53940, 悟空传 
2136484, 55.2, 8.7, 7394, 如果在冬夜，一个旅人 
6800379, 45.9, 8.6, 1845, 2666 
1082387, 67.6, 9.2, 23974, 一九八四·动物农场 
26895254, 31.9, 9.1, 125, 雪中的印记 
5299768, 31.7, 8.6, 182, 希腊左巴 
26607924, 39.4, 8.4, 791, 午夜之子 
1336330, 67.9, 9.3, 21546, 冰与火之歌（卷一） 
1019568, 72.8, 9.2, 52529, 三国演义（全二册） 
26853566, 32.1, 8.2, 280, 出家 
26654687, 36.1, 8.0, 710, 你是我的命运 
26687879, 41.0, 8.1, 1506, 一首小夜曲 
26682066, 33.1, 8.5, 250, 我的奋斗1 
1863930, 63.9, 8.8, 25294, 看不见的城市 
3673771, 53.0, 9.0, 3452, 项塔兰 
26265745, 46.1, 8.2, 3227, 清明上河图密码 
26767242, 32.5, 8.6, 207, 亲爱的阿道夫 
1060117, 55.1, 8.5, 9754, 不朽 
10569619, 50.0, 8.5, 4186, 自由 
20392523, 55.4, 8.5, 10293, 没有人给他写信的上校 
1830445, 52.3, 9.0, 3121, 阿城精选集 
11528350, 48.7, 8.8, 2290, 哈扎尔辞典（阳本） 
1292416, 61.1, 8.5, 26372, 香水 
26803179, 32.8, 8.4, 261, 平原上的摩西 
1080370, 65.4, 8.6, 45007, 情书 
26752646, 29.9, 8.0, 231, 天意 
26580084, 44.7, 8.7, 1346, 烛烬 
1092168, 51.0, 9.1, 2253, 追忆似水年华（上下册） 
1013225, 58.3, 8.3, 23332, 生活在别处 
1465324, 56.4, 7.7, 51200, 洛丽塔 
1007305, 81.4, 9.5, 112465, 红楼梦 
6802423, 36.4, 7.7, 1089, 哦！爸爸们 
26628811, 47.2, 8.7, 2011, 世上最美的溺水者 
26916781, 31.4, 9.5, 89, 当下四重奏 
10512236, 51.0, 8.4, 5724, 时间的针脚 
1066165, 56.4, 9.3, 4019, 卡尔维诺文集（第三卷） 
2302217, 49.4, 8.8, 2529, 阿特拉斯耸耸肩（上下） 
3391248, 55.9, 8.6, 9597, 金阁寺 
26808364, 33.7, 8.1, 412, 四季红 
1082518, 58.2, 7.9, 47910, 麦田里的守望者 
1040771, 66.8, 8.2, 123207, 达·芬奇密码 
3056906, 32.0, 8.3, 250, 夏日的庭院 
1322455, 56.0, 8.8, 7231, 遥远的救世主 
3277199, 49.0, 8.1, 6300, 多田便利屋 
1014278, 61.9, 8.4, 36286, 红玫瑰与白玫瑰 
26394876, 37.2, 8.9, 335, 小说机杼 
2056749, 58.5, 8.1, 34478, 时间旅行者的妻子 
3311253, 56.5, 9.0, 5939, 额尔古纳河右岸 
25826936, 52.0, 9.5, 1692, 冰与火之歌 
26760976, 39.7, 8.4, 839, 怒 
25752955, 51.6, 9.0, 2812, 来自新世界 （上下） 
26716997, 30.1, 8.5, 150, 隐秘的幸福 
26840109, 32.6, 8.4, 249, 单程票 
1760432, 54.4, 9.2, 3355, 受戒 
1022060, 64.9, 8.3, 72817, 狼图腾 
5958726, 52.6, 8.0, 14280, 质数的孤独 
3826899, 52.2, 8.6, 5178, 布鲁克林有棵树 
3899039, 51.2, 8.1, 9302, 刺猬的优雅 
1141406, 69.2, 8.5, 101520, 简爱 
26927491, 19.0, 9.2, 17, 白夜照相馆 
1418058, 53.9, 9.1, 3505, 小径分岔的花园 
26923541, 28.0, 8.6, 99, 一定要给你个惊喜 
1963684, 63.4, 8.6, 32732, 半生缘 
26735085, 36.3, 7.7, 1083, 奇迹 
26907029, 31.9, 9.1, 125, 天真人类 
26431618, 28.2, 8.8, 88, 君士坦丁堡最后之恋 
26890756, 33.2, 8.5, 252, 你是我的虚荣 
26746839, 39.2, 8.5, 692, 清明上河图密码3 
1085860, 69.0, 8.9, 48345, 基督山伯爵 
1119522, 64.3, 8.4, 54293, 呼啸山庄 
26787941, 38.2, 7.3, 2847, 玛格丽特小镇 
26849731, 31.7, 8.1, 286, 看了高兴的爱情故事 
5363767, 75.1, 9.2, 73701, 三体Ⅲ 
1082349, 57.9, 8.2, 25777, 长恨歌 
2245449, 42.6, 8.7, 961, 爱与黑暗的故事 
10345560, 41.4, 7.8, 2453, 离别之音 
26910978, 21.5, 9.1, 26, 蓝色笔记本 
1020961, 58.3, 8.7, 12069, 棋王 
26801234, 31.8, 7.9, 363, 我二十九岁的夏天 
26916869, 21.7, 8.7, 33, 去他的戒律 
1080309, 60.4, 8.4, 28092, 尘埃落定 
26895400, 30.1, 9.2, 90, 镜像人之末世如你 
26810629, 34.6, 8.4, 351, 岁月如风小少年 
26791998, 37.0, 8.3, 585, 山中的糖果 
26819925, 30.8, 8.6, 156, 君の名は。 
21979017, 50.9, 9.5, 1444, 魔戒 
26864850, 31.4, 8.4, 205, 香蕉的低语 
25831096, 39.7, 8.9, 493, 梦书之城 
26870405, 30.7, 7.9, 296, 龙头凤尾 
26911011, 28.8, 8.3, 143, 名丽场 
2256039, 60.4, 7.8, 88416, 杜拉拉升职记 
26220177, 12.2, 7.0, 15, Revival 
1948901, 64.7, 8.4, 57419, 盗墓笔记 
26300508, 43.4, 8.7, 1104, 万物的签名 
3432304, 49.7, 9.1, 1866, 大江东去（共三部） 
24845582, 53.3, 8.4, 8411, 群山回唱 
25892399, 46.0, 7.9, 5004, 余生皆假期 
26704178, 30.7, 8.4, 181, 我们飞 
1017334, 39.6, 9.0, 445, 没有个性的人 
1456692, 49.0, 8.5, 3547, 金瓶梅 
3259440, 79.6, 9.1, 172549, 白夜行 
26874195, 33.6, 9.8, 100, 户口本 
5275059, 63.0, 7.9, 116787, 1988：我想和这个世界谈谈 
4885241, 63.5, 8.4, 47246, 1Q84 BOOK 2 
25897884, 30.1, 9.0, 102, 13．67 
26889862, 28.6, 8.6, 109, 我还是很喜欢你 
5940553, 49.0, 8.8, 2371, 当尼采哭泣 
26798156, 31.6, 8.4, 212, 哀伤的墙 
5920385, 53.5, 8.2, 11854, 肠子 
1077492, 50.7, 9.0, 2425, 大师和玛格丽特 
