Doulist, Number of Books 
37353453, 103 

ID, Score, Rating, Votes, Date, Title 
4820710, 69.6, 9.3, 27933, 2010-4-1, 1984 
1795079, 60.0, 9.2, 7704, 2006-4, 乡土中国 
2284311, 61.7, 8.7, 20992, 2007-10, 苏菲的世界 
2025235, 50.2, 9.1, 2020, 2007-4-1, 顾准文集 
2256351, 51.9, 8.4, 6629, 2011-6, 乌合之众 
25777432, 43.3, 9.1, 711, 2013-11-1, 罗马人的故事（礼品装，全15册） 
4850629, 43.1, 8.6, 1180, 2010-5, 言论的边界 
25728879, 29.2, 7.9, 225, 2013-9-17, 你永远都无法叫醒一个装睡的人（精装版） 
25639223, 48.9, 8.3, 4592, 2013-9, 身边的江湖 
4842446, 59.8, 8.7, 15548, 2010-10, 巨流河 
6004602, 31.1, 8.7, 152, 2011-1, 给我自由! 
21326579, 24.4, 8.4, 62, 2013-1-1, 雾霭 
10599774, 29.3, 8.8, 104, 2012-6-30, 做门徒的代价 
21381606, 16.0, 7.4, 26, 2013-3, 旧制度与大革命 
5360701, 20.4, 7.8, 47, 2010-11, 告别功利 
1949679, 53.5, 8.7, 5559, 2007-1, 素履之往 
1077528, 57.5, 8.9, 8039, 1997-08-01, 通往奴役之路 
1144185, 55.6, 9.1, 4577, 2014-1, 美国宪政历程 
3185934, 30.3, 8.9, 113, 2008-7, 20世纪思想史（上、下卷） 
1017698, 33.3, 8.6, 235, 1989-5, 资本主义文化矛盾 
1493085, 29.4, 8.4, 145, 2006-1, 从革命到政治 
5408882, 54.7, 9.1, 3983, 2011-1-1, 公正 
1500045, 37.6, 8.7, 432, 2005-9, 猜想与反驳 
1534951, 50.6, 8.9, 2709, 2002-8, 逃避自由 
6109582, 35.3, 8.1, 547, 2011-4, 走不出的风景 
20481424, 22.1, 7.2, 110, 2013-1, 逃向苍天 
10521793, 16.0, 7.3, 28, 2012-2, 发现人性 
6558202, 46.3, 9.0, 1239, 2011-6-1, 容忍与自由 
25816580, 22.2, 8.4, 43, 2014-3, 人与制度 
1315213, 49.1, 9.0, 1904, 2005-05, 中国文化要义 
5422665, 43.2, 8.0, 2591, 2011-1, 大设计 
1271411, 33.8, 8.7, 232, 2004-7, 六至九世纪中国政治史 
25794646, 28.9, 8.4, 134, 2014-1, 你的权利从哪里来？ 
21432137, 41.3, 8.7, 776, 2013-3-1, 共同的底线 
