Doulist, Number of Books 
36695209, 41 

ID, Score, Rating, Votes, Date, Title 
10575153, 24.7, 7.5, 139, 2013-1, 资本主义-牛津通识读本 
4218913, 23.3, 7.5, 105, 2010-3, 亚里士多德的世界 
4872491, 26.0, 8.0, 112, 2010-5, 叔本华 
25870757, 37.0, 8.3, 586, 2014-7, 现代日本 
3710712, 24.1, 7.8, 95, 2009-4, 全球化面面观 
25777854, 30.6, 8.7, 140, 2013-12, 科学革命-牛津通识读本 
6000089, 25.2, 7.3, 189, 2011-2, 尼采 
21372193, 24.7, 7.5, 141, 2013-2-28, 美国总统制 
6387169, 23.7, 7.0, 193, 2011-8, 犹太人与犹太教 
5990145, 27.9, 7.9, 176, 2011-2, 康德 
4857077, 30.6, 8.4, 180, 2010-7, 医学伦理 
5379009, 22.7, 7.1, 140, 2010-11-29, 简明逻辑学 
3162230, 26.1, 7.7, 152, 2008-07, 哲学的思与惑 
3737103, 26.4, 7.7, 159, 2009-05, 克尔凯郭尔 
3464504, 27.9, 7.8, 194, 2009-1, 西方艺术新论 
3225820, 27.9, 7.9, 174, 2008-9, 法哲学 
5349583, 28.3, 7.9, 189, 2010-11, 社会学的意识 
3120641, 26.2, 7.7, 154, 2008-06, 后殖民主义与世界格局 
3614521, 27.6, 7.8, 182, 2009-3, 我们时代的伦理学 
3875639, 25.8, 7.3, 218, 2009-7, 生活中的心理学 
3866015, 22.7, 7.2, 124, 2009-8, 选择理论 
3313440, 25.9, 7.4, 197, 2009-01-01, 海德格尔 
3004812, 25.8, 7.5, 173, 2001, 古典哲学的趣味 
3195102, 24.0, 7.0, 206, 2008-8, 缤纷的语言学 
6100918, 23.7, 7.2, 156, 2011-6, 基督教神学 
5984387, 35.0, 8.3, 421, 2011-1, 佛学概论 
2981380, 30.4, 7.9, 277, 2008, 维特根斯坦与哲学 
3535073, 25.8, 7.4, 194, 2009-1, 设计，无处不在 
3030859, 29.3, 7.7, 278, 2008-3, 大众经济学 
25829287, 37.6, 8.9, 357, 2014-3, 数学 
3550249, 38.8, 8.9, 430, 2009-1, 科学哲学 
2977078, 34.7, 8.4, 360, 2008-1, 政治哲学与幸福根基 
4905941, 27.4, 7.6, 217, 2010/11, 达达和超现实主义 
20273773, 38.0, 8.2, 786, 2012-11, 人生的意义 
2983286, 29.4, 8.0, 210, 2008-01, 卡夫卡是谁 
2989258, 29.7, 8.1, 202, 2008-01, 考古学的过去与未来 
3225821, 30.3, 8.1, 223, 2008-09, 历史之源 
4313495, 29.7, 8.4, 154, 2010-1, 哈贝马斯 
5214612, 35.3, 8.2, 492, 2010-8, 福柯 
3067671, 32.5, 8.2, 298, 2008-5, 政治的历史与边界 
2975972, 40.2, 8.6, 728, 2008-1, 文学理论入门 
