Doulist, Number of Books 
11637, 194 

ID, Score, Rating, Votes, Date, Title 
1866781, 35.3, 8.3, 438, 2006-8-1, 当代小说二十家 
3900615, 32.1, 7.3, 809, 2009年8月, 字母的尽头 
2341866, 43.1, 8.1, 2201, 2007-12, 合肥四姊妹 
1935568, 41.9, 8.6, 958, 1992-2, 干校六记 
2604801, 32.7, 8.0, 384, 2008-1, 我的一个世纪 
1767672, 25.3, 8.4, 73, 2005, 文茜語錄 
2301475, 41.6, 8.4, 1155, 2007-11, 人间食粮 
2372087, 40.4, 8.3, 1055, 2008-1, 剥洋葱 
1949254, 26.8, 8.3, 102, 2006年, 天水圍12師奶 
2209903, 42.3, 8.4, 1304, 2007-8, 暗恋桃花源 红色的天空 
1347250, 0.0, 0.0, 0, 20050101, 一陣風，留下千古絕唱 
1440341, 17.8, 7.5, 35, 2002年7月, 侯麦：四季的故事 
1765876, 20.4, 8.5, 30, 2006, 現世 
2145847, 20.4, 7.9, 44, 2007-7-13, 居酒屋閒話 
1891481, 40.3, 7.9, 1733, 2006-10, 如焉@sars.come 
2214316, 27.7, 8.3, 118, 2007-08, 水浒论衡 
1745056, -4.5, 0.0, 6, 2005-8, 盛世文治 
2144432, 35.6, 8.4, 418, 2007-7, 味覺現象學 
1968670, 43.5, 8.7, 1112, 2007-1, 希区柯克与特吕弗对话录 
2128649, 23.2, 8.5, 48, 2007-4, 唐诗杂论 
1161595, 22.9, 8.2, 56, 1964-1, 紅樓夢資料彙編（全二冊） 
2988943, 52.8, 8.3, 9008, 2008-1, 青灯 
1438780, 30.2, 8.8, 121, 1991, 人与事 
2135506, 34.7, 8.7, 268, 2007-6, 驳圣伯夫 
1959307, 19.7, 7.7, 44, 2006, 一刀未剪的童年 
2222756, 18.5, 8.5, 22, 2007-8, 小猫茉莉 
2273681, 13.0, 7.1, 17, 2007-8, 文星街大哥 
2268501, 15.2, 8.0, 16, 2007年07月05日, 用心飲食 
2256317, 23.7, 7.8, 87, 2007-6, 中国人的闲情逸致 
1233996, 33.0, 8.6, 224, 2001-9, 善恶的彼岸 
3032698, 19.9, 8.2, 33, 2008, Wolf Totem 
2183523, -5.5, 0.0, 9, 2007-7, 范曾急就章 
2382544, 39.7, 8.7, 607, 2008-1, 园圃之乐 
2064067, 34.0, 7.6, 792, 2007.03.01, 一个人 
1065466, 26.7, 8.6, 80, 2004-10, 天工开物（上下） 
2061863, 40.2, 8.6, 725, 2007-3, 自私的德性 
3027232, 36.0, 8.1, 620, 2008-3, 人往低处走 
2282705, 25.6, 7.4, 187, 2007-9, 绝顶天才的混蛋 
1337711, 30.3, 8.5, 155, 2002-4, 磨坊书简 
1368309, 22.0, 8.9, 31, 2003-7-1, 娜嘉 
1224733, 38.6, 8.7, 507, 2005-1-1, 开明国语课本（上下册） 
2274430, 17.1, 6.7, 59, 2007-9, 兰花小馆 
1366164, 16.4, 8.3, 17, 1999, Hard Copies 
1500984, 24.9, 8.0, 93, 2005-9, 四十二件礼物 
1781122, -3.5, 0.0, 4, 2005-07-07, Housekeeping 
1041482, 69.8, 8.9, 54579, 1997-5, 万历十五年 
2224955, 31.0, 8.5, 174, 2007-7-18, 跟著感覺走 就對了 
1030554, 44.6, 8.5, 1688, 1999-3, 恶心 
1067947, -3.5, 0.0, 4, 2004-06, 名家蟋蟀经 
2348539, -3.5, 0.0, 4, 2007-8-1, 清代宫史探析（上下） 
2567395, 34.6, 8.6, 293, 2008-01-14, 埃菲尔铁塔 
1691808, 18.6, 7.2, 52, 2006-2, 巴山鬼话 
1442469, 23.9, 7.1, 180, 2006-1, 明天就去尼泊尔 
1060294, 42.7, 8.8, 875, 2007-5, 艺术哲学 
1806637, 22.3, 7.6, 80, 2006年5月, 诗人与画家 
1470458, 20.1, 6.7, 120, 2005年11月, 听爱 
1164780, -5.2, 0.0, 8, 2004-1, 胡同及其他 
1438999, 15.0, 7.9, 16, 2001年5月1日\版次：1版2刷, 西方美学名著选译 
1950154, 39.9, 8.8, 564, 2012-10-1, 小说鉴赏 
1337014, 17.7, 8.5, 19, 2005年05月30日, 管家 
1337028, 20.1, 7.9, 41, 2005年06月01日, 灰色的靈魂 
3172128, 33.7, 8.7, 231, 2008, 从卡里加利到希特勒 
3602748, 29.0, 7.8, 240, 2008, 像艳遇一样忧伤 
3608928, 23.7, 8.0, 74, 2009-3, 孟小冬与言高谭马 
3402993, 33.6, 8.5, 270, 2009-1, 论小说与小说家 
3003475, 38.3, 8.8, 439, 2008-2, 探讨别集 
1897425, 25.5, 8.1, 95, 2006-8, 南怀瑾讲述生活与生存 
2009379, 21.6, 7.6, 69, 2007-2, 齐如山随笔 
2338792, 21.8, 7.1, 115, 2007-1, 俄罗斯文化十五讲 
2154583, 23.7, 8.0, 75, 2007, 列仙传校笺 
1958055, 19.6, 7.2, 65, 2007-1, 模仿者 
3087039, 26.7, 7.6, 186, 2008-8, 围城内外 
3711709, 55.1, 8.7, 7199, 2009-5, 娱乐至死 童年的消逝 
1048907, 36.2, 8.3, 513, 2000-10, 我是说谎者 
3267066, 24.2, 7.1, 193, 2008-10, 意大利之魅 
3171864, 35.6, 7.6, 1067, 2008-8, 一头想要被吃掉的猪 
1119839, 61.4, 9.1, 11007, 2003-6, 王尔德童话 
1326760, 28.6, 8.7, 100, 2005-1, 闻一多诗经讲义 
3779927, 31.9, 7.9, 369, 2009-5, 与希罗多德一起旅行 
3864342, 45.0, 7.9, 4140, 2009-08-01, 69 
3877128, 36.1, 8.2, 566, 2009-7, 訪問 
3888123, 49.2, 8.6, 3202, 2009.08, 写作这回事 
1012956, 36.7, 8.5, 452, 2003-03, 丰饶的苦难 
1756380, 23.2, 9.2, 32, 2002-11-2, Yohji Yamamoto 
3987094, 14.6, 6.7, 32, 2009-7-1, 幽兰飘香 
3890517, 10.8, 7.2, 10, 2007, 哈潑時尚百年風華 
3215432, 23.5, 7.7, 91, 2008-9-1, 经典徕卡 
3893880, -0.0, 0.0, 1, 1990年08月, 古代咏花诗词鉴赏辞典 
2969263, 41.1, 8.5, 940, 2008-1, 跳房子 
1960037, -0.0, 0.0, 1, 1996-8-27, Couples 
4100643, 30.2, 7.3, 538, 2009-10, 日本风物 
3418409, 22.6, 6.2, 448, 2009, 库布里克的电影 
1963669, 38.2, 8.8, 429, 2007-1, 马尔特手记 
2998626, 26.9, 8.1, 123, 2008.3, 鸟儿为什么歌唱 
3316438, 46.8, 8.3, 3172, 2009-1, 孤独及其所创造的 
2377014, 41.9, 8.2, 1565, 2010年8月, 阅读的故事 
3662224, 20.4, 7.5, 59, 2009, 跨海之战 
1083937, 23.0, 7.7, 84, 2003-1-1, 我是街上的游魂而你是闻到我的人(伍佰诗歌集1990-2002附写真集) 
1972393, 21.9, 8.2, 47, 2007.1.25, 伍佰。風景 
4256223, 34.7, 7.8, 691, 2010-1, 西班牙主题变奏 
3771081, 34.5, 7.6, 872, 2009-6, 为什么男人爱说谎 女人爱哭 
1341939, 28.1, 8.8, 87, 20020625, 怪奇馬戲團─向達倫大冒險1 
1795058, 23.7, 7.2, 156, 2006-6, 蒋家门外的孩子 
4210280, 37.9, 7.6, 1690, 2010-1, 除非灵魂拍手作歌 
3223552, 45.2, 7.8, 5023, 2008-10, 转山 
1478448, 34.0, 8.3, 352, 2006, 古琴丛谈 
3297098, 34.1, 7.6, 797, 2008, 八月宁静 
4164041, 35.7, 7.8, 839, 2010.1, 字解日本 
1034066, 49.5, 9.1, 1801, 1999-5, 加缪文集 
4741216, 47.9, 7.3, 21616, 2010-4, 我的奋斗 
4319558, 32.2, 8.2, 282, 2010-03, 站台 
3631926, 40.8, 9.0, 530, 10 Feb 2009, The Help 
1765146, 22.9, 8.1, 60, 2006-4-14, 我愛羅 
1813954, 25.8, 8.0, 108, 2006/07, 時光隊伍 
1907928, 32.1, 7.9, 381, 2006, 禁锢在德黑兰的洛丽塔 
1778433, 22.0, 8.1, 51, 2006, 由於男人都不在了 
2068549, -0.0, 0.0, 1, 2005-11-08, Still Looking 
3389460, 40.1, 8.9, 528, 2009-1, 空间的诗学 
1754548, -2.7, 0.0, 3, 2006-3, 研究生英语论文及应用文写作 
3024498, 28.7, 7.4, 349, 2007年9月, 晚明七十年 
1069724, 45.1, 8.7, 1444, 1999-9, 晚清七十年 
2516253, -1.7, 0.0, 2, 2008-11, How to Write Like Chekhov 
1389884, 46.7, 8.4, 2759, 1994 年, 24個比利 
2028022, 13.7, 7.7, 14, 1985年09月, Difficult Loves 
1769883, 33.8, 8.5, 280, 2002-6-15, 十二女色 
5988634, 25.6, 7.3, 207, 2011-2, 法律稻草人 
4782516, -0.0, 0.0, 1, 1978, The Mystic Masseur 
1574487, 0.0, 0.0, 0, 2004-01-01, A thing(or two)about Curtis and Camilla 
2027546, 12.9, 7.4, 14, 2006-12, 英国小说名家名著评析 
3358570, 36.2, 8.4, 463, 2008-12, 你可以不怕死 
1050743, 51.5, 8.7, 4027, 1999-6, 西藏生死之书 
1955097, -4.9, 0.0, 7, 2006-1, 旧京歌谣 
3518209, 22.6, 8.0, 61, 2008-11, 一个人张灯结彩 
5288540, 38.7, 7.7, 1700, 2010-9-1, 朱雀 
1468393, 37.6, 7.2, 2956, 2006-1, 无限近似于透明的蓝 
5377234, 31.9, 7.6, 517, 2010-12-1, 情商2 
4881999, 44.9, 8.4, 2025, 2010-8, 离魂 
5408863, 40.6, 8.9, 568, 2010-1, 一点法国 
4238362, 69.1, 8.6, 82550, 2010-1, 送你一颗子弹 
6274734, 21.1, 8.3, 38, 2011-4-28, 教育應該不一樣 
6041719, 24.0, 8.4, 58, 2011-1, 身价四亿的鲨鱼 
6100947, 43.6, 7.6, 5130, 2011-5-15, 刘氏女 
6116488, -4.0, 0.0, 5, 2011-2-15, 教出好兒子 
3176760, 46.1, 8.4, 2464, 2008-09, 革命时期的爱情 
6254899, 11.3, 7.4, 10, 2011-4-15, 不要生氣 
5401983, 21.2, 7.4, 75, 2011-4, 青山青史 
5383670, 28.7, 7.6, 277, 2010-12, 拟古 
6152040, 53.1, 9.1, 3107, 2011-6, 维特根斯坦传 
4154991, 25.9, 7.7, 145, 2010-3, 旧书重温忆华年 
6012785, 21.5, 6.8, 148, 2011-5, 中年男人地下手记 
3127855, 31.0, 7.4, 559, 2008-06, 落洼物语 
5028585, 34.6, 8.5, 318, 2010-7, 关系之镜：两性的真爱 
6720131, 28.7, 7.4, 348, 2011-8, 未来在现实的第几层 
6520601, 27.7, 8.1, 140, 2011-3, 哈德良回忆录 
6790609, 21.2, 7.4, 75, 2011-8, 江湖人称老爷子 
5410256, 26.8, 7.2, 300, 2011-1, 迷恋·咒 
6048071, 42.9, 8.6, 1132, 2011-4, 七声 
5299885, 33.0, 7.3, 972, 2010-10, 遗物整理人看见的 
2080922, 39.9, 9.3, 355, 2007, 自珍集 
1829489, -4.5, 0.0, 6, 2005-12, 小小的原罪（A little original sin） 
3002467, 31.3, 8.6, 168, 2008-1, 厚土 
5350197, 39.8, 8.6, 682, 2010.10, 中国文化的命运 
7051803, 25.3, 8.0, 100, 2011-11, 乌托邦诗篇 
1061780, 31.8, 8.1, 290, 2004-1, 六人 
10518202, 15.3, 7.8, 18, 2012-3-5, 精巧細緻 
10577555, 31.2, 7.8, 361, 2012-5, 白崇禧将军身影集 
6878212, 46.7, 8.0, 4858, 2011-11-5, 一个村庄里的中国 
7154270, 27.8, 7.7, 210, 2012-1, 在阳台种美味 
1958685, 44.5, 8.4, 1897, 2007-2, 美的历史 
