Doulist, Number of Books 
250584, 23 

ID, Score, Rating, Votes, Date, Title 
1033778, 56.8, 8.2, 21332, 2000-09, 富爸爸，穷爸爸 
1867642, 49.3, 7.7, 13035, 2006-11, 世界是平的 
2081876, 50.6, 7.3, 38032, 2007-6, 货币战争 
1473250, 46.0, 7.6, 8244, 2007-7, 魔鬼经济学 
3742130, 25.5, 7.1, 255, 2009-6, 世界是弯的 
1919072, 48.2, 7.7, 10587, 2006-12, 长尾理论 
1220853, 53.4, 8.3, 9893, 2005-1, 伟大的博弈 
2265341, 32.8, 7.2, 1079, 2007-10, 维基经济学 
1769189, 32.9, 7.4, 823, 2006-3, 弗里德曼的生活经济学 
3635925, 20.6, 6.6, 151, 2009-4, 开车经济学 
1970428, 62.1, 8.8, 18954, 2007-1, 激荡三十年（上） 
3291970, 41.8, 8.0, 1998, 2009-1, 滚雪球（上） 
1028842, 60.3, 9.0, 10749, 2003-8, 经济学原理（上下） 
1261560, 56.2, 9.0, 5708, 2005-1, 国富论 
1877969, 49.8, 9.1, 1883, 2006-8, 经济学原理（第4版） 
1869144, 53.0, 9.1, 3053, 2006-8, 经济学原理（第4版） 
1490089, 39.0, 8.3, 827, 2006-1, 富爸爸(辞职创业前的10堂课)/富爸爸系列丛书 
1943800, 40.2, 8.5, 811, 2006-10, 股票作手回忆录 
3242450, 32.2, 8.0, 347, 2008-09, 为什么我们的钱变薄了 
1482169, 25.5, 9.1, 48, 2003, 《货币金融学》米什金，第七版（英文） 
1396517, 32.0, 8.5, 208, 2005-1, 货币金融学 
1046164, 43.3, 8.3, 1760, 2004-01, 巴菲特致股东的信 
3223711, 52.8, 8.1, 12480, 2008-10, 怪诞行为学 
